ID,Title,Desc,Type,BodyPart,Equipment,Level,Rating
124,Holman Plate Elbow Plank Jack to Straight Plank Jack,A dynamic core exercise transitioning from elbow plank jacks to straight plank jacks with a weight plate.,Strength,Abdominals,Other,Intermediate,7.960000000000001
125,Holman Plate Hill Climber,A core exercise performed in a plank position with mountain climber motions using a weight plate.,Strength,Abdominals,Other,Intermediate,7.960000000000001
126,Holman Plate Reverse Plank Hill Climber,"Similar to the previous exercise, performed in a reverse plank position.",Strength,Abdominals,Other,Intermediate,7.960000000000001
127,Holman Plate Straight Plank Pike to Jack,A challenging core exercise transitioning from straight plank pikes to plank jacks with a weight plate.,Strength,Abdominals,Other,Intermediate,7.960000000000001
128,Holman Plate In-and-Out Push-Up,A full-body exercise combining push-ups with in-and-out motions of the legs while holding a weight plate.,Strength,Abdominals,Other,Intermediate,7.960000000000001
129,Holman Plate Burpee,A full-body exercise incorporating burpees with weight plate movements for added resistance.,Strength,Abdominals,Other,Intermediate,7.960000000000001
130,Holman Plate Elbow Plank Reach,: A core exercise performed in an elbow plank position with reaching motions using a weight plate.,Strength,Abdominals,Other,Intermediate,7.960000000000001
131,Holman Elbow Plank to Renegade Row,A core and upper body exercise transitioning from an elbow plank to renegade rows with weights.,Strength,Abdominals,Other,Intermediate,7.960000000000001
132,Holman Straight Plank Weighted Hand Hill Climber,A core exercise performed in a straight plank position with climbing motions using weights on the hands.,Strength,Abdominals,Other,Intermediate,7.960000000000001
133,Holman Weighted Left Side Diagonal Pike,A core exercise involving piking diagonally to the left while holding weights.,Strength,Abdominals,Other,Intermediate,7.960000000000001
134,Holman Weighted Right Side Diagonal Pike,"A core exercise involving a weighted piking motion to the right side, targeting the obliques and abdominals.",Strength,Abdominals,Other,Intermediate,7.960000000000001
135,Holman Weighted W-Boat to Overhead Press,"A core exercise transitioning from a W-boat pose to an overhead press with weights, engaging the core and shoulders.",Strength,Abdominals,Other,Intermediate,7.960000000000001
136,Holman Weighted Kneeling Lift,"A core exercise performed in a kneeling position, involving lifting motions with weights to target the abdominals.",Strength,Abdominals,Other,Intermediate,7.960000000000001
137,Holman Hips-Up Weighted Pull-Over,"A compound exercise engaging the core, chest, and back muscles, involving hip raises and weighted pull-overs.",Strength,Abdominals,Other,Intermediate,7.960000000000001
138,Holman Weighted Cross Punch,"An upper body exercise involving punching motions across the body with weights, targeting the arms, chest, and shoulders.",Strength,Abdominals,Other,Intermediate,7.960000000000001
139,Holman Straight-Leg Boat Hover Chest Press,A core and chest exercise performed in a straight-leg boat pose while performing chest presses with weights.,Strength,Abdominals,Other,Intermediate,7.960000000000001
140,Holman Weighted Pike,A core exercise involving lifting the legs and hips towards the ceiling in a pike position while holding weights for added resistance.,Strength,Abdominals,Other,Intermediate,7.960000000000001
141,Holman Feet-Elevated Wax-On Wax-Off,"A core exercise performed with feet elevated, mimicking the motion of ""waxing on"" and ""waxing off"" from a seated position.",Strength,Abdominals,Other,Intermediate,7.960000000000001
142,Holman Elbow Plank to Towel Pike,A core exercise transitioning from an elbow plank position to a pike position using a towel for added challenge.,Strength,Abdominals,Other,Intermediate,7.960000000000001
143,Holman Seated Killer Abs Overhead Press,"A core exercise combining killer abs movements with overhead presses while seated, targeting the abdominals and shoulders.",Strength,Abdominals,Other,Intermediate,7.960000000000001
144,Holman Straight Plank Alternating Weighted Open,A core exercise performed in a straight plank position with alternating arm raises using weights.,Strength,Abdominals,Other,Intermediate,7.960000000000001
145,Holman Weighted Killer Abs with Overhead Press,A core exercise involving killer abs movements combined with overhead presses while holding weights.,Strength,Abdominals,Other,Intermediate,7.960000000000001
146,Holman Weighted Split-Leg Pike,A core exercise involving a piking motion with split legs while holding weights for added resistance.,Strength,Abdominals,Other,Intermediate,7.960000000000001
147,Holman Towel Reverse Plank Heel Pull-in,"A core and lower body exercise performed in a reverse plank position, involving pulling the heels towards the body using a towel.",Strength,Abdominals,Other,Intermediate,7.960000000000001
148,Stick Twist,"A rotational core exercise performed with a stick or bar, targeting the obliques and improving spinal mobility.",Strength,Abdominals,Other,Intermediate,7.960000000000001
149,Roc Everest,"A high-intensity cardiovascular exercise involving climbing stairs or a steep incline, mimicking the challenge of ascending Mount Everest.",Cardio,Abdominals,Other,Intermediate,7.371428571428571
150,Standing cable low-to-high twist,"The standing cable low-to-high twist is a core exercise targeting the upper abdominals and the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.",Strength,Abdominals,Cable,Intermediate,9.3
151,Single-arm high-cable side bend,The single-arm high-cable side bend is an exercise targeting the obliques using a cable stack machine.,Strength,Abdominals,Cable,Intermediate,9.1
152,Kneeling cable oblique crunch,"The kneeling cable oblique crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the obliques and rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed for moderate to high reps, such as 8-12 reps per set or higher.",Strength,Abdominals,Cable,Intermediate,9.0
153,Kneeling cable crunch,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher.",Strength,Abdominals,Cable,Intermediate,8.9
154,Rope Crunch,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",Strength,Abdominals,Cable,Intermediate,8.6
155,Standing cable crunch,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher.",Strength,Abdominals,Cable,Intermediate,8.6
156,Bosu Ball Cable Crunch With Side Bends,"A core exercise performed on a Bosu ball, involving cable crunches combined with side bends for added oblique engagement.",Strength,Abdominals,Cable,Beginner,8.5
157,Standing Cable Wood Chop,The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques.,Strength,Abdominals,Cable,Intermediate,8.2
158,Cable reverse crunch,"The cable reverse crunch is performed on the ground facing away from a high pulley, which helps target the lower abdominals specifically.",Strength,Abdominals,Cable,Beginner,8.2
159,Cable Russian Twists,"A rotational core exercise performed with a cable machine, targeting the obliques and improving torso stability.",Strength,Abdominals,Cable,Beginner,8.1
160,Pallof press with rotation,The Pallof press with rotation is a dynamic variation of the Pallof press that incorporates weighted rotation away from the torso using resistance from a cable pulley. It is intended to build abdominal strength and teach proper bracing. It can be performed for time or for reps in the core-focused portion of any workout.,Strength,Abdominals,Cable,Intermediate,7.9
161,Cable Seated Crunch,"An abdominal exercise performed on a cable machine while seated, involving crunching motions to target the rectus abdominis.",Strength,Abdominals,Cable,Beginner,7.7
162,Cable Judo Flip,"A dynamic core exercise performed with a cable machine, mimicking the motion of a judo flip to engage the entire core.",Strength,Abdominals,Cable,Beginner,5.0
